calltime,street,crossroad1,crossroad2,geox,geoy,nature,FIRST UNIT DISPATCHED,first Dispatch Time,first unit on the way,first unit there,last unit to leave the scene,primeunit,reptaken,closecode,notes,timeclose,Latitude,Longitude
06/20/2013 01:37:48,1359 STROUD ALY,KIDDER ST, ,2320723.5,172385.23,ALERT NOTIFICATION SHOTSPOTTER,          ,06/20/2013 01:38:27,06/20/2013 01:38:36,06/20/2013 01:41:34,NULL,      ,      ,DUP ,"SHOTS FIRED AT 1359 STROUD ALLEY AT 01:36:36 06/20/2013: 9 ROUNDS; SHOTSPOTTER FLEX ID 8942. (34.2189601878,-77.9390349579)  [06/20/13 01:37:55 SEM]  {347} CASINGS NE CORNER 6TH/KIDDER  [06/20/13 01:44:13 KNC]  {347} TWO DIFFERENT CASINGS  [06/20/13 01:44:54 KNC]  {310} TRAVELLING S ON STROUD TO CHECK THIS OUT  [06/20/13 01:45:23 KNC]  {347} BHL6844 WINDOW HAS BEEN SHOT OUT  [06/20/13 01:48:28 KNC]  {140} GOING TO NEED A GSR KIT  [06/20/13 01:51:26 KNC]  {347} STARTING THE CRIME SCENE LOG  [06/20/13 02:13:38 KNC]  {347} SOMEONE MAY HAVE JUMPED THE FENCE  [06/20/13 04:16:34 KNC]  {347} HEARD SOMETHING BUT DID NOT SEE ANYTHING  [06/20/13 04:17:18 KNC]  {347} ON KIDDER BY STROUD ALLEY  [06/20/13 04:20:14 KNC]  {347} BETWEEN 6TH AND 7TH  [06/20/13 04:22:13 KNC]  {240} 600 BLK KIDDER, STROUD ALY  [06/20/13 04:30:59 KNC]  {347} HINES,RASHAWN 08151994  [06/20/13 04:34:33 KNC]  [347-TRANSPORT] {347} Beg Mileage: 794  [06/20/13 04:42:17 KNC]  {347} TRANSPORTING SUB RASHAWN HINES  [06/20/13 04:42:41 KNC]  [347-TRANSPORT] {347} End Mileage: 797  [06/20/13 04:50:31 KNC]  {SABLE1} BEGINNING SCAN  [06/20/13 05:12:16 KNC]  {SABLE1} HAVE A HOT SPOT NORTH CORNER OF GARAGE ON SECOND STORY, POSS ON THE CATWALK  [06/20/13 05:22:28 KNC]  {SABLE1} NORTHEAST CORNER  [06/20/13 05:22:39 KNC]  {SABLE1} SCANNED THE AREA FROM SW CORNER....NO OTHER HEAT SOURCES....A FEW SHEDS ARE OFF OF THE ALLEY BUT NO HEAT SOURCES  [06/20/13 05:25:10 KNC]  {240} THERE ARE PEOPLE ON THE SIDEWALK  [06/20/13 05:32:09 KNC]  {SABLE1} CAN`T ADV IF THEY ARE OURS OR NOT  [06/20/13 05:32:21 KNC]  {240} TWO SHOES AND A HAT IN HERE  [06/20/13 05:38:02 KNC]  {240} ARTICLES FOUND 1 HOUSE SOUTH  [06/20/13 05:39:23 KNC]  {240} X84 ONE HOUSE NORTH, IN THE SHED  [06/20/13 05:42:51 KNC]  Linked Events 2013-239354 to 2013-239360  [06/20/13 06:28:14 JLN]  Linked Events 2013-239354 to 2013-239377  [06/20/13 06:28:14 JLN]  Linked Events 2013-239354 to 2013-239379  [06/20/13 06:28:14 JLN]  ",06/20/2013 06:23:46,34.21896019,-77.93903496
06/20/2013 01:38:40,564 KIDDER ST,PRIVATE,S 6TH ST,2320380.25,172518.42,ALERT NOTIFICATION SHOTSPOTTER,          ,06/20/2013 01:39:27,06/20/2013 01:39:27,06/20/2013 01:40:31,NULL,      ,      ,DUP ,"SHOTS FIRED AT 564 KIDDER ST AT 01:36:36 06/20/2013: 10 ROUNDS; POSSIBLY MULTIPLE SHOOTERS; SHOTSPOTTER FLEX ID 8941. (34.2192037206,-77.9404518433)  [06/20/13 01:38:43 SEM]  {328} PULLING UP AT THE EDGE NOW  [06/20/13 01:40:24 KNC]  {328} X4 AT THE EDGE, ADV THAT CAME FROM ACROSS THE ST  [06/20/13 01:42:05 KNC]  {328} FEW PPL ADV THERE WERE FIRECRACKERS  [06/20/13 01:43:11 KNC]  {328} NEED EMS 1018  [06/20/13 02:02:11 KNC]  {328} 1217 S 6TH ST  [06/20/13 02:02:34 KNC]  ",06/20/2013 02:18:58,34.21920372,-77.94045184
06/20/2013 01:39:01,603 KIDDER ST,S 6TH ST,STROUD ALY,2320545.5,172638.33,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 603 KIDDER ST AT 01:36:41 06/20/2013: 1 ROUND; SHOTSPOTTER FLEX ID 8943. (34.2195207101,-77.9398600685)  [06/20/13 01:39:04 SEM]  ",06/20/2013 02:05:19,34.21952071,-77.93986007
06/20/2013 10:19:30,1452 MEARES ST,S LINCOLN CT,SHIPYARD WLK,2323649,173807.86,ALERT NOTIFICATION SHOTSPOTTER,113,06/20/2013 10:19:45,06/20/2013 10:20:22,06/20/2013 10:23:01,06/20/2013 10:53:02,113,      ,UTL ,"{113} FRM 6TH/KIDDER  [06/20/13 10:20:16 KDS]  2 ROUNDS  [06/20/13 10:20:37 YYP]  INCIDENT NUMBER  [06/20/13 10:20:41 YYP]  INCIDENT NUMBER 8944  [06/20/13 10:20:57 YYP]  old damage to the buick  [06/20/13 10:34:50 Unit:288]  old damage to the buick  [06/20/13 10:34:50 Unit:288]  BAE5410 , tan Buick old damage  [06/20/13 10:36:26 Unit:288]  ",06/20/2013 10:53:02,,
06/22/2013 10:55:51,1402 QUEEN ST,S 14TH ST,ALLEY,2323410,175625.3,ALERT NOTIFICATION SHOTSPOTTER,112,06/22/2013 10:56:27,06/22/2013 10:57:22,06/22/2013 10:59:05,06/22/2013 11:55:55,112,112,REPT,"SHOTS FIRED AT 1426 QUEEN ST AT 10:54:24 06/22/2013: 6 ROUNDS; SHOTSPOTTER FLEX ID 8954. (34.2278626627,-77.9301239268)  [06/22/13 10:56:09 EAC]  ON QUEEN 87 FEET EAST OF 14TH  [06/22/13 10:56:51 EAC]  rec`d another  call from 1417 queen st     saw 2 subjs  running unable to get descriptions   subjs were going to fast  [06/22/13 10:57:59 YYP]  adv one guy shot at another shooter has on blue shirt, guy who he was shooting at had a red shirt  [06/22/13 10:58:12 SAP]  1402 IS LARGE WHITE HOUSE DARK POSSIBLY BURGUNDY SHUTTERS DARK GRAY SHINGLE ROOF  [06/22/13 10:58:16 EAC]  shooter went running down 15th towards castle  [06/22/13 10:58:33 SAP]  BM 5`11 5`10 , BOTH WERE THIN  [06/22/13 10:59:14 SAP]  {112} IN THE AREA 15TH/CASTLE...DON`T SEE ANYONE  [06/22/13 10:59:16 MJL]  BOLO`D ON EAST  [06/22/13 10:59:35 SPW]  PER SHOTSPOTTER MAP, THERE ARE TREES BETWEEN QUEEN AND THE HOUSE AT 1402  [06/22/13 10:59:39 EAC]  1083 ADV LEO WAS ARRIVAL DID NOT WANT TO LEAVE NAME OR NUMBER  [06/22/13 10:59:57 SAP]  {320} WITNESS, SHOOTER RAN SOUTH ON 15TH AND THE OTHER SUBJ RAN NORTH  [06/22/13 11:01:14 MJL]  {112} ONE RAN EAST ON QUEEN...AND THE OTHER AN SOUTH ON 15TH  [06/22/13 11:01:34 MJL]  {320} NOTIFY SPECIAL POLICE  [06/22/13 11:02:14 MJL]  NOTIFYING HOSPITAL POLICE  [06/22/13 11:02:22 EAC]  SPECIAL POLICE UNIT 327 ADV  [06/22/13 11:04:13 EAC]  {112} SHELL CASING IN FRONT OF 1402 QUEEN ST  [06/22/13 11:04:21 MJL]  {112} NEED ID AT 1402 QUEEN ST  [06/22/13 11:04:28 MJL]  {527} X17  [06/22/13 11:08:20 EAC]  ....CALLER ADV SHANIQUA BUNTING..CALLED HIM...CHRISTOPHER JAMES...AND SAID SOMEONE TOLD HIM A PERSON HAD BEEN SHOT IN THE BACK  ...ALL 3RD PARTY 10-14.....795-3734  [06/22/13 11:28:41 DJM]  THE PERSON THAT SAID A PERSON HAD BEEN SHOT WAS THE COUSIN OF THE BUNTING FEMALE.......HE SAID THE 1300 BLK OF QUEEN  [06/22/13 11:29:27 DJM]  ....MALE CALLED BACK AND TOLD HIM THAT THE POLICE WERE OUT THERE...THE FEMALE IS AT 1308 QUEEN  [06/22/13 11:30:15 DJM]  {112} spoke with residents, they are not familiar  [06/22/13 11:36:30 MJL]  made contact with mr. james....all 3rd or 4th party info....will call back if know more, he is not on scene and doesn`t know who got shot or if anyone did  [06/22/13 11:39:20 Unit:81]  ..........CALLER ADV SHE SAW A BLK MALE RUN PAST HER RESIDENCE...710 S 15TH ST...RUNNING TOWARD HILLCREST.....BLK SHIRT KHAKI PANTS..SHORT HAIR  [06/22/13 11:42:03 DJM]  ...HAPPENED 20 MINUTES AGO  [06/22/13 11:42:29 DJM]  CALLER IS MS HUGHES.....233-8833  [06/22/13 11:42:49 DJM]  ",06/22/2013 11:55:56,34.22786266,-77.93012393
06/24/2013 00:22:17,150 S 10TH ST,DOCK ST,ORANGE ST,2321398,178052.2,ALERT NOTIFICATION SHOTSPOTTER,234,06/24/2013 00:22:35,06/24/2013 00:22:35,06/24/2013 00:23:56,06/24/2013 00:47:27,289,      ,ACOM,"SHOTS FIRED AT 150 S 10TH ST AT 00:20:53 06/24/2013: 1 ROUND; SHOTSPOTTER FLEX ID 8971. (34.2344710453,-77.9365567533)  [06/24/13 00:22:20 CMM]  {354} CHECKING GORES ROW  [06/24/13 00:25:56 WHR]  {289} 10-38 10-4  [06/24/13 00:30:10 WHR]  {289} 10-38 10-4  [06/24/13 00:42:56 WHR]  {289} NO SHELL CASINGS LOCATED  [06/24/13 00:47:25 WHR]  ",06/24/2013 00:47:30,34.23447105,-77.93655675
06/24/2013 00:31:15,36 S LIBERTY CT,N LIBERTY CT,MEARES ST,2323241,174091.63,ALERT NOTIFICATION SHOTSPOTTER,62,06/24/2013 00:32:09,NULL,06/24/2013 00:32:09,06/24/2013 00:32:14,62,      ,INFO,"SHOTS FIRED AT 36 S LIBERTY CT AT 00:29:38 06/24/2013: 1 ROUND; SHOTSPOTTER FLEX ID 8973. (34.2235298779,-77.9308569104)  [06/24/13 00:31:26 CMM]  {62} FIREWORKS  [06/24/13 00:32:12 WHR]  ",06/24/2013 00:32:16,34.22352988,-77.93085691
06/24/2013 20:39:31,1461 MARIGOLD CT,PRIVATE,GREENFIELD ST,2322042.75,171969.48,ALERT NOTIFICATION SHOTSPOTTER,295,06/24/2013 20:40:40,NULL,06/24/2013 20:40:40,06/24/2013 20:50:34,295,      ,ASST,"SHOTS FIRED AT 1461 MARIGOLD CT AT 20:38:23 06/24/2013: 1 ROUND; SHOTSPOTTER FLEX ID 8984. (34.217828875,-77.9350932936)  [06/24/13 20:39:35 LAM]  134 ADV THIS IS GOING TO BE FIREWORKS, HE WITNESSED SAME  [06/24/13 20:41:04 KNC]  MAPPING SHOWS POSS IN FRONT OF 1424 MARIGOLD  [06/24/13 20:41:11 LAM]  CORR........1420 MARIGOLD  [06/24/13 20:41:28 LAM]  ",06/24/2013 20:50:35,34.21782888,-77.93509329
06/25/2013 19:37:15,1000 HUTAFF ALY,SWANN ST, ,2319034.75,182948.89,ALERT NOTIFICATION SHOTSPOTTER,240,06/25/2013 19:37:48,06/25/2013 19:37:48,06/25/2013 19:38:49,06/25/2013 19:41:49,240,      ,CANC,"SHOTS FIRED AT HUTAFF ALLEY AT 19:35:57 06/25/2013: 3 ROUNDS; SHOOTERS MOVING NE AT 24.2 MPH. SHOTSPOTTER FLEX ID 8992. (34.2474550456,-77.9442597348)  [06/25/13 19:37:26 LDW]  ** only shows  Hutaff Aly **  [06/25/13 19:37:58 LDW]  SHOWING RIGHT BEHIND 1008 N 5TH  [06/25/13 19:38:14 JLN]  looks to be behind the house  [06/25/13 19:38:40 LDW]  {140} GETTING OUT ON FOOT...LOT OF PEOPLE OUT HERE  [06/25/13 19:40:00 KNC]  {140} IT IS FIRECRACKERS  [06/25/13 19:40:19 KNC]  ",06/25/2013 19:41:50,34.24745505,-77.94425973
06/25/2013 21:45:15,1008 N 5TH AVE,HARNETT ST,SWANN ST,2318987.25,182743.38,ALERT NOTIFICATION SHOTSPOTTER,          ,06/25/2013 21:46:32,06/25/2013 21:46:32,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT HUTAFF ALLEY AT 19:35:57 06/25/2013: 3 ROUNDS; SHOOTERS MOVING NE AT 24.2 MPH. SHOTSPOTTER FLEX ID 8992. (34.2474550456,-77.9442597348)  [06/25/13 21:45:20 JLN]  ",06/25/2013 21:47:35,34.24745505,-77.94425973
06/25/2013 21:46:12,847 MILLIS ALY,WOOSTER ST,DAWSON ST,2321180,174766.52,ALERT NOTIFICATION SHOTSPOTTER,234,06/25/2013 21:48:10,06/25/2013 21:48:10,06/25/2013 21:48:41,06/25/2013 22:11:37,234,      ,CANC,"SHOTS FIRED AT 847 MILLIS ALLEY AT 21:43:35 06/25/2013: 3 ROUNDS; SHOTSPOTTER FLEX ID 9004. (34.2254580687,-77.9375920902)  [06/25/13 21:46:39 LDW]  DIRECTLY IN THE MIDDLE OF THE FIELD BETWEEN DAWSON AND WOOSTER  [06/25/13 21:49:24 JLN]  ",06/25/2013 22:11:50,34.22545807,-77.93759209
06/25/2013 23:50:46,499 ANDERSON ST/RANKIN ST, , ,2320762.25,180635.73,ALERT NOTIFICATION SHOTSPOTTER,310,06/25/2013 23:51:36,06/25/2013 23:51:36,06/25/2013 23:51:55,06/25/2013 23:59:35,310,      ,UNFD,"SHOTS FIRED AT ANDERSON ST & RANKIN ST AT 23:49:19 06/25/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9012. (34.241646478,-77.9385294281)  [06/25/13 23:51:13 LDW]  349 ADV FIREWORKS  [06/25/13 23:52:07 KNC]  middle of the intersection  [06/25/13 23:55:15 LDW]  a x83 adv he heard 2 shots 2 min ago - poss handgun from Walnut /Anderson area  [06/26/13 00:00:34 RVP]  ",06/25/2013 23:59:38,34.24164648,-77.93852943
06/25/2013 23:56:28,420 N 10TH ST,WALNUT ST,RANKIN ST,2321241.5,180316.06,ALERT NOTIFICATION SHOTSPOTTER,310,06/25/2013 23:56:59,NULL,NULL,06/25/2013 23:59:48,310,      ,UNFD,"SHOTS FIRED AT 420 N 10TH ST AT 23:55:15 06/25/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9016. (34.2407185688,-77.9372574416)  [06/25/13 23:56:39 LDW]  349 ADV STILL FIREWORKS  [06/25/13 23:57:49 KNC]  on the street by the basketball courts  [06/25/13 23:58:17 LDW]  ",06/25/2013 23:59:51,34.24071857,-77.93725744
06/26/2013 22:21:58,509 BLADEN ST,N 5TH AVE,N 6TH ST,2319179.5,182205.91,ALERT NOTIFICATION SHOTSPOTTER,289,06/26/2013 22:22:22,06/26/2013 22:22:22,06/26/2013 22:24:19,06/26/2013 22:26:57,289,      ,ASST,"SHOTS FIRED AT 509 BLADEN ST AT 22:20:44 06/26/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9032. (34.2458485412,-77.9443500085)  [06/26/13 22:22:05 AGS]  {354} 700 BLK NIXON  [06/26/13 22:22:34 LMS]  55 COPIES  [06/26/13 22:22:42 LMS]  {354} IN THE AREA  [06/26/13 22:24:22 LMS]  {354} 5TH/BLADEN WITH SOME SUBJS, MOSTLY JUST VERY YOUNG JUVENILES  [06/26/13 22:25:05 LMS]  {295} 10-23  [06/26/13 22:25:10 LMS]  {295} SUBJS HERE SAYING THEY WERE FIREWORKS  [06/26/13 22:26:20 LMS]  {354} AND X14, HAVE A BUNCH OF M80 FIREWORKS OUT HERE ON THE GROUND  [06/26/13 22:26:55 LMS]  ",06/26/2013 22:26:59,34.24584854,-77.94435001
06/27/2013 19:18:04,900 GREENFIELD ST,S 9TH ST,MARIGOLD CT,2321772.5,171746,ALERT NOTIFICATION SHOTSPOTTER,328,06/27/2013 19:18:21,06/27/2013 19:18:21,06/27/2013 19:19:26,06/27/2013 20:23:58,325,325,REPT,"SHOTS FIRED AT 842 GREENFIELD ST AT 19:15:45 06/27/2013: 8 ROUNDS; SHOTSPOTTER FLEX ID 9038. (34.2171753411,-77.9361600193)  [06/27/13 19:18:08 SLV]  JUST TALKED TO THE CLERK AR  TOMMY MINI MART HE HEARD   5 SHOTS  [06/27/13 19:21:22 LMT]  {291} IN THE AREA  [06/27/13 19:21:39 LMT]  {325} THERE WAS   MOBILE SHOOT OUT 2 VEHS WERE FOLLOWING EACHING AND SHOOTING  WB ON G REENFIELD  [06/27/13 19:23:36 LMT]  {325} ONE VEH  ALTIMA  BLUISH GRAY  THAT TOOK OFF FROM THE STORE HEADED WEST BOUND  [06/27/13 19:24:06 LMT]  {291} BHL8550  DRK COLOR  ALTIMA JUST DROVE BY  HERE  [06/27/13 19:24:44 LMT]  {310} GA TAG   BFM8093  [06/27/13 19:25:53 LMT]  {325} HAVE SHELL; CASING .......9TH/GREENFIELD ...NEED  [06/27/13 19:40:15 CAH3]  {153} IN JERVEY  [06/27/13 19:42:23 CAH3]  {153} WITH 354  [06/27/13 19:42:27 CAH3]  {325} NOTIFY HOSPITALS  [06/27/13 19:42:46 CAH3]  530 adv  [06/27/13 19:43:45 SLV]  {325} MAKE ME PRIMARY  [06/27/13 19:43:59 CAH3]  {325} ASSIGN OCA  [06/27/13 19:45:04 CAH3]  seven casings recovered.  [06/27/13 20:18:35 Unit:325]  {325} CHANGE TO 900 BLK GREENFIELD  [06/27/13 20:21:34 CAH3]  ",06/27/2013 20:24:00,34.21717534,-77.93616002
06/29/2013 08:14:06,771 RED CROSS ST,N 7TH ST,N 8TH ST,2320278.25,180724.3,ALERT NOTIFICATION SHOTSPOTTER,276,06/29/2013 08:14:28,06/29/2013 08:14:51,06/29/2013 08:15:49,06/29/2013 08:17:09,276,      ,NEGC,"SHOTS FIRED AT 771 RED CROSS ST AT 08:12:54 06/29/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9061. (34.2417677364,-77.9402892422)  [06/29/13 08:14:21 LEM]  ",06/29/2013 08:17:09,34.24176774,-77.94028924
06/30/2013 02:48:45,1133 QUEEN ST,S 11TH ST,S 12TH ST,2322245.75,175622.02,ALERT NOTIFICATION SHOTSPOTTER,117,06/30/2013 02:52:55,06/30/2013 02:52:55,06/30/2013 02:52:58,06/30/2013 03:54:42,117,117,REPT,"SHOTS FIRED AT 1133 QUEEN ST AT 02:47:29 06/30/2013: 2 ROUNDS; SHOTSPOTTER FLEX ID 9085. (34.227702945,-77.9339797885)  [06/30/13 02:48:59 LDW]  between the street and the sidewalk  [06/30/13 02:49:26 LDW]  Linked Events 2013-253839 (217) to 2013-253840 (218)  [06/30/13 02:51:50 JAD]  [LAW] {305} have ID respond  [06/30/13 02:52:19 JAD]  {117} ID will need to go to shotspotter and to the veh  [06/30/13 02:53:16 JAD]  [LAW] {347} x27- 20990437  [06/30/13 02:54:43 JAD]  [LAW] {347} x27- 29193359  [06/30/13 02:54:54 JAD]  [LAW] {268} 1111 QUEEN.......CHANGE ADDRESS  [06/30/13 03:10:47 ANL]  ",06/30/2013 03:54:51,34.22770295,-77.93397979
06/30/2013 11:41:07,266 N 12TH ST,ALLEY,GRACE ST,2322091.5,179921.02,ALERT NOTIFICATION SHOTSPOTTER,276,06/30/2013 11:41:24,06/30/2013 11:41:41,06/30/2013 11:44:37,06/30/2013 11:47:39,276,      ,INFO,"SHOTS FIRED AT 266 N 12TH ST AT 11:39:52 06/30/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9087. (34.2395894853,-77.9345012883)  [06/30/13 11:41:20 LEM]  reclassified as gunshot or firecracker...appears to be in the middle of the street on n 12th ..just before grace  [06/30/13 11:43:13 LEM]  {276} in the area  [06/30/13 11:44:41 MBH]  {276} JUST A FIRECRACKER  [06/30/13 11:47:37 MBH]  ",06/30/2013 11:47:43,34.23958949,-77.93450129
07/01/2013 14:42:00,1240 MEARES ST,S 12TH ST,S 13TH ST,2322882.75,173728.3,ALERT NOTIFICATION SHOTSPOTTER,264,07/01/2013 14:46:32,07/01/2013 14:46:52,07/01/2013 14:48:41,07/01/2013 14:51:23,264,      ,UTL ,"SHOTS FIRED AT 1240 MEARES ST AT 14:40:21 07/01/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9116. (34.2225602006,-77.9319512478)  [07/01/13 14:42:25 EAC]  APPEARS TO BE RIGHT IN FRONT SECOND BUILDING TO THE EAST OF THE INTERSECTION OF 12TH AND MEARES  [07/01/13 14:43:38 EAC]  PER CAD MAP, ADDRESS THAT MATCHES SST MAP IS 1204 MEARES  [07/01/13 14:46:43 EAC]  NO UNITS ON OPS IN THE AREA  [07/01/13 14:46:56 EAC]  {264} POSS FIREWORKS PER SUBJ ON CORNER  [07/01/13 14:48:57 DHA]  ",07/01/2013 14:51:26,34.2225602,-77.93195125
07/02/2013 23:08:00,505 S 13TH ST,CHURCH ST,GLENN ST,2322867.5,176491.2,ALERT NOTIFICATION SHOTSPOTTER,325,07/02/2013 23:08:27,07/02/2013 23:08:52,07/02/2013 23:09:56,07/03/2013 00:00:39,325,325,REPT,"SHOTS FIRED AT 505 S 13TH ST AT 23:05:39 07/02/2013: 7 ROUNDS; SHOTSPOTTER FLEX ID 9187. (34.2301627195,-77.9320010746)  [07/02/13 23:08:12 JAB]  notes from dup************  7-8 heard poss toward 14th and ann area. he was at 1318 ann .. wouldnt look outside to see if he could see anything  [07/02/13 23:08:31 SLV]  *********************  [07/02/13 23:11:04 CMM]  {325} b/m white shirt running east on church  [07/02/13 23:11:29 CMM]  {325} SKINNY 6FT  [07/02/13 23:11:35 CMM]  {325} 19-20 yo  [07/02/13 23:11:54 CMM]  notes from dup************  x83 adv she heard 5 gunshots  [07/02/13 23:08:21 AWA]  x83 adv she did not want to give any personal 1014...but she had just talked to leo ref same...she heard 1096 about a hour ago also  [07/02/13 23:08:52 AWA]  ************  [07/02/13 23:12:36 CMM]  {354} 2 x60 sub 1 white shirt  [07/02/13 23:13:28 CMM]  {325} id ref casing  [07/02/13 23:13:39 CMM]  {128} 15th/church  [07/02/13 23:13:47 CMM]  {354} susb live here x22  [07/02/13 23:14:02 CMM]  {532} DIRECT  [07/02/13 23:14:21 JAB]  {325} 5 shell casings  [07/02/13 23:16:19 CMM]  will continue to bolo on A X8 basis  [07/02/13 23:18:16 Unit:128]  NHRMC and CFMH have been advised  [07/02/13 23:21:01 JAB]  {533} I`LL HANDLE REQUEST IN HOLDING  [07/02/13 23:27:51 JAB]  {533} ETA 5 MINS  [07/02/13 23:35:50 JAB]  {533} 10-23  [07/02/13 23:40:15 JAB]  {325} ZZH4157  [07/02/13 23:48:19 CMM]  ",07/03/2013 00:00:39,34.23016272,-77.93200107
07/03/2013 14:22:19,486 ANDERSON ST,WALNUT ST,RANKIN ST,2320860.75,180607,ALERT NOTIFICATION SHOTSPOTTER,107,07/03/2013 14:22:40,07/03/2013 14:22:57,07/03/2013 14:27:18,07/03/2013 14:34:38,107,      ,UNFD,"SHOTS FIRED AT 486 ANDERSON ST AT 14:20:19 07/03/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9222. (34.2415314882,-77.9384842311)  [07/03/13 14:22:24 CSS]  {107} in the area atl .....they only 2 story house in the area is 409 ...  [07/03/13 14:32:01 KMK]  {107} subjs in the  area advised it was fireworks  [07/03/13 14:34:35 KMK]  ",07/03/2013 14:34:40,34.24153149,-77.93848423
07/03/2013 18:23:22,633 S 16TH ST,CASTLE ST,QUEEN ST,2324109.25,176083.19,ALERT NOTIFICATION SHOTSPOTTER,69,07/03/2013 18:23:46,07/03/2013 18:24:28,07/03/2013 18:26:46,07/03/2013 18:42:26,69,      ,ACOM,"SHOTS FIRED AT 633 S 16TH ST AT 18:21:40 07/03/2013: 2 ROUNDS; SHOTSPOTTER FLEX ID 9233. (34.2290222866,-77.9277260321)  [07/03/13 18:23:46 WJI]  {26} in the area  [07/03/13 18:27:03 CSS]  {276} neighbors stating it is fireworks  [07/03/13 18:29:07 KMK]  {276} fireworks  [07/03/13 18:32:05 KMK]  ",07/03/2013 18:42:28,34.22902229,-77.92772603
07/03/2013 21:20:42,1432 GREENFIELD ST,S 14TH ST,S 15TH ST,2323843.25,171971.02,ALERT NOTIFICATION SHOTSPOTTER,356,07/03/2013 21:21:26,07/03/2013 21:21:42,07/03/2013 21:27:34,07/03/2013 21:32:02,356,      ,ASST,"SHOTS FIRED AT 1432 GREENFIELD ST AT 21:19:09 07/03/2013: 3 ROUNDS; SHOTSPOTTER FLEX ID 9374. (34.2178472711,-77.9284951226)  [07/03/13 21:20:54 LDW]  appears it came from the middle of the street  [07/03/13 21:24:18 LDW]  {134} FIREWORKS  [07/03/13 21:32:00 JLN]  ",07/03/2013 21:32:04,34.21784727,-77.92849512
07/03/2013 21:22:49,1369 WILLARD ST,KENNEDY PLZ,PRIVATE,2323614.75,171728.28,ALERT NOTIFICATION SHOTSPOTTER,333,07/03/2013 21:35:09,NULL,NULL,07/03/2013 21:35:09,333,      ,UNFD,"SHOTS FIRED AT 1369 WILLARD ST AT 21:15:49 07/03/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9364. (34.2169880553,-77.9295586648)  [07/03/13 21:22:59 LDW]  UNITS ADVISED  [07/03/13 21:23:20 JLN]  appears  to be on the corner, closer to the street  [07/03/13 21:23:45 LDW]  ",07/03/2013 21:35:17,34.21698806,-77.92955866
07/03/2013 21:54:58,1425 WILLARD ST,MOORE PLZ,PRIVATE,2323801.5,171750.05,ALERT NOTIFICATION SHOTSPOTTER,134,07/03/2013 21:57:55,NULL,NULL,07/03/2013 21:57:55,134,      ,INFO,"SHOTS FIRED AT 1425 WILLARD ST AT 21:47:58 07/03/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9422. (34.2172056063,-77.9289027778)  [07/03/13 21:55:08 LDW]  appears it came from the road between the two buildings  [07/03/13 21:55:57 LDW]  PER 134 FIREWORDS  [07/03/13 21:57:52 MBH]  ",07/03/2013 21:57:56,34.21720561,-77.92890278
07/03/2013 22:07:30,1371 WILLARD ST,KENNEDY PLZ,PRIVATE,2323614.75,171728.28,ALERT NOTIFICATION SHOTSPOTTER,333,07/03/2013 22:10:20,07/03/2013 22:11:05,07/03/2013 22:16:22,07/03/2013 22:18:33,333,      ,UNFD,"SHOTS FIRED AT 1371 WILLARD ST AT 22:00:21 07/03/2013: 1 ROUND; SHOTSPOTTER FLEX ID 9444. (34.2170657939,-77.929535965)  [07/03/13 22:07:40 LDW]  appears to be just before the road in the front yard  [07/03/13 22:08:40 LDW]  {333} ALL ON SCENE ADV PYRO  [07/03/13 22:18:29 KNC]  ",07/03/2013 22:18:33,34.21706579,-77.92953597
07/03/2013 22:42:46,147 N 14TH ST,PRINCESS ST,ALLEY,2322841.5,179451.86,ALERT NOTIFICATION SHOTSPOTTER,305,07/03/2013 22:43:14,07/03/2013 22:43:35,07/03/2013 22:44:49,07/03/2013 22:52:14,305,      ,UNFD,"SHOTS FIRED AT 147 N 14TH ST AT 22:41:04 07/03/2013: 2 ROUNDS; SHOTSPOTTER FLEX ID 9492. (34.238357093,-77.9318628365)  [07/03/13 22:42:57 LDW]  {305} 16TH/RANKIN  [07/03/13 22:43:47 KNC]  in the roadway, just past the intersection  [07/03/13 22:43:49 LDW]  {123} MARKET/BARC  [07/03/13 22:44:06 KNC]  {305} FIREWORKS  [07/03/13 22:52:04 KNC]  ",07/03/2013 22:52:19,34.23835709,-77.93186284
